22.4633,1.32,1.28,0.49,0.4833,37.12,37.76,0.83,0.7967,62.88,62.24,0.3467,26.26
23.7767,1.3133,1.32,0.4667,0.4567,35.53,34.6,0.8467,0.8633,64.47,65.4,0.39,29.7
25.0333,1.2567,1.29,0.45,0.45,35.81,34.88,0.8067,0.84,64.19,65.12,0.3567,28.38
26.31,1.2767,1.2567,0.4733,0.4633,37.08,36.87,0.8033,0.7933,62.92,63.13,0.34,26.63
27.58,1.27,1.2767,0.4367,0.4433,34.38,34.73,0.8333,0.8333,65.62,65.27,0.39,30.71
28.8467,1.2667,1.2767,0.44,0.45,34.74,35.25,0.8267,0.8267,65.26,64.75,0.3767,29.74
30.1133,1.2667,1.2533,0.4667,0.4367,36.84,34.84,0.8,0.8167,63.16,65.16,0.3633,28.68
31.4133,1.3,1.2833,0.48,0.4633,36.92,36.1,0.82,0.82,63.08,63.9,0.3567,27.44
32.6333,1.22,1.2567,0.45,0.43,36.89,34.22,0.77,0.8267,63.11,65.78,0.34,27.87
33.8867,1.2533,1.2333,0.4633,0.45,36.97,36.49,0.79,0.7833,63.03,63.51,0.34,27.13
35.1233,1.2367,1.26,0.4367,0.4433,35.31,35.19,0.8,0.8167,64.69,64.81,0.3567,28.84
36.4467,1.3233,1.2633,0.47,0.4533,35.52,35.88,0.8533,0.81,64.48,64.12,0.4,30.23
37.7567,1.31,1.3433,0.4833,0.4667,36.9,34.74,0.8267,0.8767,63.1,65.26,0.36,27.48
39.01,1.2533,1.2833,0.4367,0.4633,34.84,36.1,0.8167,0.82,65.16,63.9,0.3533,28.19
40.3667,1.3567,1.3,0.4633,0.4667,34.15,35.9,0.8933,0.8333,65.85,64.1,0.4267,31.45
41.59,1.2233,1.29,0.4267,0.43,34.88,33.33,0.7967,0.86,65.12,66.67,0.3667,29.97
42.8233,1.2333,1.21,0.4467,0.43,36.22,35.54,0.7867,0.78,63.78,64.46,0.3567,28.92
44.0667,1.2433,1.2333,0.4467,0.43,35.92,34.86,0.7967,0.8033,64.08,65.14,0.3667,29.49
45.2867,1.22,1.25,0.44,0.44,36.07,35.2,0.78,0.81,63.93,64.8,0.34,27.87
46.5633,1.2767,1.24,0.4633,0.4533,36.29,36.56,0.8133,0.7867,63.71,63.44,0.36,28.2
47.8067,1.2433,1.25,0.4633,0.4333,37.27,34.67,0.78,0.8167,62.73,65.33,0.3467,27.88
49.06,1.2533,1.26,0.46,0.45,36.7,35.71,0.7933,0.81,63.3,64.29,0.3433,27.39
50.2867,1.2267,1.2533,0.4333,0.4533,35.33,36.17,0.7933,0.8,64.67,63.83,0.34,27.72
51.5367,1.25,1.2233,0.45,0.4433,36,36.24,0.8,0.78,64,63.76,0.3567,28.53
52.8,1.2633,1.26,0.4667,0.46,36.94,36.51,0.7967,0.8,63.06,63.49,0.3367,26.65
53.99,1.19,1.2333,0.4133,0.43,34.73,34.86,0.7767,0.8033,65.27,65.14,0.3467,29.13
55.2033,1.2133,1.2133,0.43,0.43,35.44,35.44,0.7833,0.7833,64.56,64.56,0.3533,29.12
56.4033,1.2,1.1933,0.4333,0.4467,36.11,37.43,0.7667,0.7467,63.89,62.57,0.32,26.67
57.6433,1.24,1.2167,0.4467,0.4467,36.02,36.71,0.7933,0.77,63.98,63.29,0.3467,27.96
58.8767,1.2333,1.2267,0.4433,0.4267,35.95,34.78,0.79,0.8,64.05,65.22,0.3633,29.46
60.1233,1.2467,1.2167,0.4667,0.4267,37.43,35.07,0.78,0.79,62.57,64.93,0.3533,28.34
61.34,1.2167,1.2533,0.4433,0.44,36.44,35.11,0.7733,0.8133,63.56,64.89,0.3333,27.4
62.57,1.23,1.25,0.4433,0.46,36.04,36.8,0.7867,0.79,63.96,63.2,0.3267,26.56
63.8233,1.2533,1.21,0.4767,0.4433,38.03,36.64,0.7767,0.7667,61.97,63.36,0.3333,26.6
65.0267,1.2033,1.2467,0.44,0.4467,36.57,35.83,0.7633,0.8,63.43,64.17,0.3167,26.32
66.2367,1.21,1.2167,0.43,0.4533,35.54,37.26,0.78,0.7633,64.46,62.74,0.3267,27
67.4433,1.2067,1.22,0.4033,0.44,33.43,36.07,0.8033,0.78,66.57,63.93,0.3633,30.11
68.6967,1.2533,1.25,0.4333,0.4567,34.57,36.53,0.82,0.7933,65.43,63.47,0.3633,28.99
69.9033,1.2067,1.19,0.4433,0.4333,36.74,36.41,0.7633,0.7567,63.26,63.59,0.33,27.35
71.1267,1.2233,1.2,0.4467,0.4267,36.51,35.56,0.7767,0.7733,63.49,64.44,0.35,28.61
72.3,1.1733,1.1967,0.42,0.4033,35.8,33.7,0.7533,0.7933,64.2,66.3,0.35,29.83
73.53,1.23,1.21,0.4467,0.4467,36.31,36.91,0.7833,0.7633,63.69,63.09,0.3367,27.37
74.7633,1.2333,1.2267,0.4633,0.44,37.57,35.87,0.77,0.7867,62.43,64.13,0.33,26.76
75.99,1.2267,1.22,0.45,0.4267,36.68,34.97,0.7767,0.7933,63.32,65.03,0.35,28.53
77.2567,1.2667,1.29,0.4467,0.4833,35.26,37.47,0.82,0.8067,64.74,62.53,0.3367,26.58
78.51,1.2533,1.24,0.45,0.4467,35.9,36.02,0.8033,0.7933,64.1,63.98,0.3567,28.46
79.7167,1.2067,1.22,0.44,0.4267,36.46,34.97,0.7667,0.7933,63.54,65.03,0.34,28.18
80.97,1.2533,1.24,0.4533,0.4467,36.17,36.02,0.8,0.7933,63.83,63.98,0.3533,28.19
82.2633,1.2933,1.3,0.4533,0.46,35.05,35.38,0.84,0.84,64.95,64.62,0.38,29.38
83.5467,1.2833,1.2533,0.4633,0.4467,36.1,35.64,0.82,0.8067,63.9,64.36,0.3733,29.09
84.93,1.3833,1.3267,0.4833,0.47,34.94,35.43,0.9,0.8567,65.06,64.57,0.43,31.08
87.0433,2.1133,1.7033,0.66,0.59,31.23,34.64,1.4533,1.1133,68.77,65.36,0.8633,40.85
88.51,1.4667,1.9233,0.4367,0.5167,29.77,26.86,1.03,1.4067,70.23,73.14,0.5133,35
89.8533,1.3433,1.33,0.46,0.45,34.24,33.83,0.8833,0.88,65.76,66.17,0.4333,32.26
91.16,1.3067,1.3267,0.4767,0.4533,36.48,34.17,0.83,0.8733,63.52,65.83,0.3767,28.83
92.4,1.24,1.2667,0.4533,0.4467,36.56,35.26,0.7867,0.82,63.44,64.74,0.34,27.42
93.63,1.23,1.2467,0.4333,0.4333,35.23,34.76,0.7967,0.8133,64.77,65.24,0.3633,29.54
94.9033,1.2733,1.2533,0.46,0.4533,36.13,36.17,0.8133,0.8,63.87,63.83,0.36,28.27
96.1767,1.2733,1.29,0.4367,0.4833,34.29,37.47,0.8367,0.8067,65.71,62.53,0.3533,27.75
97.4267,1.25,1.2333,0.4533,0.45,36.27,36.49,0.7967,0.7833,63.73,63.51,0.3467,27.73
98.6433,1.2167,1.2333,0.4433,0.43,36.44,34.86,0.7733,0.8033,63.56,65.14,0.3433,28.22
99.8633,1.22,1.1967,0.46,0.4267,37.7,35.65,0.76,0.77,62.3,64.35,0.3333,27.32
101.0433,1.18,1.2033,0.4233,0.41,35.88,34.07,0.7567,0.7933,64.12,65.93,0.3467,29.38
102.27,1.2267,1.22,0.4533,0.43,36.96,35.25,0.7733,0.79,63.04,64.75,0.3433,27.99
103.52,1.25,1.2167,0.47,0.43,37.6,35.34,0.78,0.7867,62.4,64.66,0.35,28
104.7767,1.2567,1.27,0.4733,0.4433,37.67,34.91,0.7833,0.8267,62.33,65.09,0.34,27.06
105.98,1.2033,1.2267,0.4333,0.4167,36.01,33.97,0.77,0.81,63.99,66.03,0.3533,29.36
107.2033,1.2233,1.2133,0.45,0.4333,36.78,35.71,0.7733,0.78,63.22,64.29,0.34,27.79
108.4633,1.26,1.25,0.47,0.4467,37.3,35.73,0.79,0.8033,62.7,64.27,0.3433,27.25
109.6733,1.21,1.2233,0.45,0.43,37.19,35.15,0.76,0.7933,62.81,64.85,0.33,27.27
110.9233,1.25,1.2533,0.4467,0.4633,35.73,36.97,0.8033,0.79,64.27,63.03,0.34,27.2
112.2,1.2767,1.26,0.4667,0.4533,36.55,35.98,0.81,0.8067,63.45,64.02,0.3567,27.94
113.43,1.23,1.24,0.45,0.4367,36.59,35.22,0.78,0.8033,63.41,64.78,0.3433,27.91
114.6467,1.2167,1.2367,0.4367,0.4433,35.89,35.85,0.78,0.7933,64.11,64.15,0.3367,27.67
115.9133,1.2667,1.2033,0.4667,0.4267,36.84,35.46,0.8,0.7767,63.16,64.54,0.3733,29.47
117.1433,1.23,1.27,0.4533,0.4267,36.86,33.6,0.7767,0.8433,63.14,66.4,0.35,28.46
118.35,1.2067,1.2267,0.44,0.4367,36.46,35.6,0.7667,0.79,63.54,64.4,0.33,27.35
119.5933,1.2433,1.2333,0.4533,0.4467,36.46,36.22,0.79,0.7867,63.54,63.78,0.3433,27.61
